1234567,1
1234576,2
1234657,2
1234675,3
1234756,4
1234765,4
1235467,2
1235476,4
1235647,3
1235674,4
1235746,6
1235764,5
1236457,4
1236475,6
1236547,4
1236574,6
1236745,7
1236754,8
1237456,8
1237465,8
1237546,8
1237564,8
1237645,9
1237654,9
1243567,2
1243576,4
1243657,4
1243675,6
1243756,8
1243765,8
1245367,3
1245376,6
1245637,4
1245673,5
1245736,8
1245763,6
1246357,6
1246375,9
1246537,5
1246573,7
1246735,9
1246753,10
1247356,12
1247365,12
1247536,10
1247563,9
1247635,11
1247653,11
1253467,4
1253476,8
1253647,6
1253674,8
1253746,12
1253764,10
1254367,4
1254376,8
1254637,6
1254673,8
1254736,12
1254763,10
1256347,7
1256374,10
1256437,8
1256473,11
1256734,12
1256743,12
1257346,14
1257364,13
1257436,16
1257463,14
1257634,13
1257643,14
1263457,8
1263475,12
1263547,8
1263574,12
1263745,14
1263754,16
1264357,8
1264375,12
1264537,8
1264573,12
1264735,14
1264753,16
1265347,9
1265374,13
1265437,9
1265473,13
1265734,15
1265743,17
1267345,16
1267354,18
1267435,17
1267453,19
1267534,18
1267543,20
1273456,16
1273465,16
1273546,16
1273564,16
1273645,18
1273654,18
1274356,16
1274365,16
1274536,16
1274563,16
1274635,19
1274653,17
1275346,18
1275364,17
1275436,18
1275463,17
1275634,18
1275643,20
1276345,20
1276354,21
1276435,21
1276453,20
1276534,21
1276543,21
1324567,2
1324576,4
1324657,4
1324675,6
1324756,8
1324765,8
1325467,4
1325476,8
1325647,6
1325674,8
1325746,12
1325764,10
1326457,8
1326475,12
1326547,8
1326574,12
1326745,14
1326754,16
1327456,16
1327465,16
1327546,16
1327564,16
1327645,18
1327654,18
1342567,3
1342576,6
1342657,6
1342675,9
1342756,12
1342765,12
1345267,4
1345276,8
1345627,5
1345672,6
1345726,10
1345762,7
1346257,8
1346275,12
1346527,6
1346572,8
1346725,11
1346752,12
1347256,16
1347265,16
1347526,12
1347562,10
1347625,13
1347652,13
1352467,6
1352476,12
1352647,9
1352674,12
1352746,18
1352764,15
1354267,5
1354276,10
1354627,7
1354672,9
1354726,14
1354762,11
1356247,9
1356274,13
1356427,10
1356472,13
1356724,15
1356742,14
1357246,18
1357264,17
1357426,20
1357462,16
1357624,15
1357642,17
1362457,12
1362475,18
1362547,12
1362574,18
1362745,21
1362754,24
1364257,10
1364275,15
1364527,9
1364572,13
1364725,16
1364752,18
1365247,11
1365274,16
1365427,11
1365472,15
1365724,18
1365742,19
1367245,20
1367254,23
1367425,21
1367452,23
1367524,21
1367542,24
1372456,24
1372465,24
1372546,24
1372564,24
1372645,27
1372654,27
1374256,20
1374265,20
1374526,18
1374562,17
1374625,21
1374652,19
1375246,22
1375264,21
1375426,22
1375462,19
1375624,20
1375642,23
1376245,24
1376254,26
1376425,25
1376452,24
1376524,24
1376542,25
1423567,4
1423576,8
1423657,8
1423675,12
1423756,16
1423765,16
1425367,6
1425376,12
1425637,8
1425673,10
1425736,16
1425763,12
1426357,12
1426375,18
1426537,10
1426573,14
1426735,18
1426753,20
1427356,24
1427365,24
1427536,20
1427563,18
1427635,22
1427653,22
1432567,4
1432576,8
1432657,8
1432675,12
1432756,16
1432765,16
1435267,6
1435276,12
1435627,8
1435672,10
1435726,16
1435762,12
1436257,12
1436275,18
1436527,10
1436572,14
1436725,18
1436752,20
1437256,24
1437265,24
1437526,20
1437562,18
1437625,22
1437652,22
1452367,7
1452376,14
1452637,10
1452673,13
1452736,20
1452763,16
1453267,8
1453276,16
1453627,11
1453672,14
1453726,22
1453762,17
1456237,12
1456273,16
1456327,12
1456372,16
1456723,17
1456732,18
1457236,24
1457263,20
1457326,24
1457362,20
1457623,19
1457632,19
1462357,14
1462375,21
1462537,13
1462573,19
1462735,23
1462753,26
1463257,16
1463275,24
1463527,14
1463572,20
1463725,25
1463752,28
1465237,13
1465273,18
1465327,14
1465372,19
1465723,21
1465732,22
1467235,25
1467253,29
1467325,26
1467352,28
1467523,26
1467532,27
1472356,28
1472365,28
1472536,26
1472563,25
1472635,29
1472653,29
1473256,32
1473265,32
1473526,28
1473562,26
1473625,32
1473652,30
1475236,26
1475263,23
1475326,28
1475362,24
1475623,23
1475632,26
1476235,29
1476253,30
1476325,30
1476352,31
1476523,28
1476532,29
1523467,8
1523476,16
1523647,12
1523674,16
1523746,24
1523764,20
1524367,8
1524376,16
1524637,12
1524673,16
1524736,24
1524763,20
1526347,14
1526374,20
1526437,16
1526473,22
1526734,24
1526743,24
1527346,28
1527364,26
1527436,32
1527463,28
1527634,26
1527643,28
1532467,8
1532476,16
1532647,12
1532674,16
1532746,24
1532764,20
1534267,8
1534276,16
1534627,12
1534672,16
1534726,24
1534762,20
1536247,14
1536274,20
1536427,16
1536472,22
1536724,24
1536742,24
1537246,28
1537264,26
1537426,32
1537462,28
1537624,26
1537642,28
1542367,9
1542376,18
1542637,13
1542673,17
1542736,26
1542763,21
1543267,9
1543276,18
1543627,13
1543672,17
1543726,26
1543762,21
1546237,15
1546273,21
1546327,17
1546372,23
1546723,25
1546732,25
1547236,30
1547263,27
1547326,34
1547362,29
1547623,27
1547632,29
1562347,16
1562374,23
1562437,18
1562473,25
1562734,28
1562743,29
1563247,17
1563274,25
1563427,19
1563472,26
1563724,30
1563742,30
1564237,18
1564273,26
1564327,20
1564372,28
1564723,31
1564732,32
1567234,30
1567243,33
1567324,32
1567342,33
1567423,33
1567432,35
1572346,32
1572364,30
1572436,36
1572463,32
1572634,32
1572643,34
1573246,34
1573264,33
1573426,38
1573462,33
1573624,34
1573642,35
1574236,36
1574263,34
1574326,40
1574362,36
1574623,34
1574632,38
1576234,32
1576243,34
1576324,35
1576342,35
1576423,37
1576432,39
1623457,16
1623475,24
1623547,16
1623574,24
1623745,28
1623754,32
1624357,16
1624375,24
1624537,16
1624573,24
1624735,28
1624753,32
1625347,18
1625374,26
1625437,18
1625473,26
1625734,30
1625743,34
1627345,32
1627354,36
1627435,34
1627453,38
1627534,36
1627543,40
1632457,16
1632475,24
1632547,16
1632574,24
1632745,28
1632754,32
1634257,16
1634275,24
1634527,16
1634572,24
1634725,28
1634752,32
1635247,19
1635274,27
1635427,17
1635472,25
1635724,29
1635742,35
1637245,33
1637254,36
1637425,33
1637452,38
1637524,36
1637542,40
1642357,18
1642375,27
1642537,17
1642573,25
1642735,30
1642753,34
1643257,18
1643275,27
1643527,17
1643572,25
1643725,30
1643752,34
1645237,18
1645273,26
1645327,20
1645372,28
1645723,32
1645732,34
1647235,33
1647253,38
1647325,37
1647352,40
1647523,37
1647532,41
1652347,20
1652374,29
1652437,21
1652473,30
1652734,34
1652743,37
1653247,21
1653274,30
1653427,20
1653472,29
1653724,33
1653742,38
1654237,21
1654273,30
1654327,21
1654372,30
1654723,34
1654732,38
1657234,36
1657243,42
1657324,38
1657342,43
1657423,41
1657432,46
1672345,36
1672354,41
1672435,39
1672453,42
1672534,41
1672543,44
1673245,38
1673254,43
1673425,39
1673452,43
1673524,43
1673542,45
1674235,39
1674253,43
1674325,41
1674352,45
1674523,43
1674532,48
1675234,40
1675243,47
1675324,44
1675342,48
1675423,46
1675432,51
1723456,32
1723465,32
1723546,32
1723564,32
1723645,36
1723654,36
1724356,32
1724365,32
1724536,32
1724563,32
1724635,38
1724653,34
1725346,36
1725364,34
1725436,36
1725463,34
1725634,36
1725643,40
1726345,40
1726354,42
1726435,42
1726453,40
1726534,42
1726543,42
1732456,32
1732465,32
1732546,32
1732564,32
1732645,36
1732654,36
1734256,32
1734265,32
1734526,32
1734562,32
1734625,39
1734652,33
1735246,38
1735264,35
1735426,34
1735462,33
1735624,37
1735642,39
1736245,43
1736254,44
1736425,42
1736452,37
1736524,42
1736542,40
1742356,36
1742365,36
1742536,34
1742563,33
1742635,40
1742653,36
1743256,36
1743265,36
1743526,34
1743562,33
1743625,41
1743652,35
1745236,36
1745263,34
1745326,40
1745362,36
1745623,37
1745632,41
1746235,44
1746253,41
1746325,49
1746352,42
1746523,40
1746532,42
1752346,40
1752364,38
1752436,42
1752463,39
1752634,39
1752643,44
1753246,42
1753264,39
1753426,40
1753462,38
1753624,41
1753642,42
1754236,42
1754263,39
1754326,42
1754362,39
1754623,39
1754632,45
1756234,43
1756243,45
1756324,45
1756342,46
1756423,49
1756432,50
1762345,44
1762354,47
1762435,47
1762453,47
1762534,48
1762543,50
1763245,46
1763254,50
1763425,47
1763452,44
1763524,50
1763542,46
1764235,48
1764253,47
1764325,50
1764352,46
1764523,45
1764532,50
1765234,49
1765243,51
1765324,51
1765342,49
1765423,51
1765432,51
2134567,2
2134576,4
2134657,4
2134675,6
2134756,8
2134765,8
2135467,4
2135476,8
2135647,6
2135674,8
2135746,12
2135764,10
2136457,8
2136475,12
2136547,8
2136574,12
2136745,14
2136754,16
2137456,16
2137465,16
2137546,16
2137564,16
2137645,18
2137654,18
2143567,4
2143576,8
2143657,8
2143675,12
2143756,16
2143765,16
2145367,6
2145376,12
2145637,8
2145673,10
2145736,16
2145763,12
2146357,12
2146375,18
2146537,10
2146573,14
2146735,18
2146753,20
2147356,24
2147365,24
2147536,20
2147563,18
2147635,22
2147653,22
2153467,8
2153476,16
2153647,12
2153674,16
2153746,24
2153764,20
2154367,8
2154376,16
2154637,12
2154673,16
2154736,24
2154763,20
2156347,14
2156374,20
2156437,16
2156473,22
2156734,24
2156743,24
2157346,28
2157364,26
2157436,32
2157463,28
2157634,26
2157643,28
2163457,16
2163475,24
2163547,16
2163574,24
2163745,28
2163754,32
2164357,16
2164375,24
2164537,16
2164573,24
2164735,28
2164753,32
2165347,18
2165374,26
2165437,18
2165473,26
2165734,30
2165743,34
2167345,32
2167354,36
2167435,34
2167453,38
2167534,36
2167543,40
2173456,32
2173465,32
2173546,32
2173564,32
2173645,36
2173654,36
2174356,32
2174365,32
2174536,32
2174563,32
2174635,38
2174653,34
2175346,36
2175364,34
2175436,36
2175463,34
2175634,36
2175643,40
2176345,40
2176354,42
2176435,42
2176453,40
2176534,42
2176543,42
2314567,3
2314576,6
2314657,6
2314675,9
2314756,12
2314765,12
2315467,6
2315476,12
2315647,9
2315674,12
2315746,18
2315764,15
2316457,12
2316475,18
2316547,12
2316574,18
2316745,21
2316754,24
2317456,24
2317465,24
2317546,24
2317564,24
2317645,27
2317654,27
2341567,4
2341576,8
2341657,8
2341675,12
2341756,16
2341765,16
2345167,5
2345176,10
2345617,6
2345671,7
2345716,12
2345761,8
2346157,10
2346175,15
2346517,7
2346571,9
2346715,13
2346751,14
2347156,20
2347165,20
2347516,14
2347561,11
2347615,15
2347651,15
2351467,8
2351476,16
2351647,12
2351674,16
2351746,24
2351764,20
2354167,6
2354176,12
2354617,8
2354671,10
2354716,16
2354761,12
2356147,11
2356174,16
2356417,12
2356471,15
2356714,18
2356741,16
2357146,22
2357164,21
2357416,24
2357461,18
2357614,17
2357641,20
2361457,16
2361475,24
2361547,16
2361574,24
2361745,28
2361754,32
2364157,12
2364175,18
2364517,10
2364571,14
2364715,18
2364751,20
2365147,13
2365174,19
2365417,13
2365471,17
2365714,21
2365741,21
2367145,24
2367154,28
2367415,25
2367451,27
2367514,24
2367541,28
2371456,32
2371465,32
2371546,32
2371564,32
2371645,36
2371654,36
2374156,24
2374165,24
2374516,20
2374561,18
2374615,23
2374651,21
2375146,26
2375164,25
2375416,26
2375461,21
2375614,22
2375641,26
2376145,28
2376154,31
2376415,29
2376451,28
2376514,27
2376541,29
2413567,6
2413576,12
2413657,12
2413675,18
2413756,24
2413765,24
2415367,9
2415376,18
2415637,12
2415673,15
2415736,24
2415763,18
2416357,18
2416375,27
2416537,15
2416573,21
2416735,27
2416753,30
2417356,36
2417365,36
2417536,30
2417563,27
2417635,33
2417653,33
2431567,5
2431576,10
2431657,10
2431675,15
2431756,20
2431765,20
2435167,7
2435176,14
2435617,9
2435671,11
2435716,18
2435761,13
2436157,14
2436175,21
2436517,11
2436571,15
2436715,20
2436751,22
2437156,28
2437165,28
2437516,22
2437561,19
2437615,24
2437651,24
2451367,9
2451376,18
2451637,13
2451673,17
2451736,26
2451763,21
2453167,10
2453176,20
2453617,13
2453671,16
2453716,26
2453761,19
2456137,15
2456173,20
2456317,14
2456371,18
2456713,20
2456731,21
2457136,30
2457163,25
2457316,28
2457361,22
2457613,22
2457631,22
2461357,18
2461375,27
2461537,17
2461573,25
2461735,30
2461753,34
2463157,20
2463175,30
2463517,16
2463571,22
2463715,29
2463751,32
2465137,15
2465173,21
2465317,17
2465371,22
2465713,25
2465731,24
2467135,30
2467153,36
2467315,31
2467351,32
2467513,30
2467531,31
