123456,720
123465,120
123546,144
123564,120
123645,48
123654,24
124356,180
124365,30
124536,144
124563,120
124635,48
124653,24
125346,72
125364,30
125436,36
125463,30
125634,48
125643,24
126345,36
126354,12
126435,18
126453,12
126534,12
126543,6
132456,240
132465,40
132546,48
132564,40
132645,16
132654,8
134256,180
134265,30
134526,144
134562,120
134625,48
134652,24
135246,72
135264,30
135426,36
135462,30
135624,48
135642,24
136245,36
136254,12
136425,18
136452,12
136524,12
136542,6
142356,120
142365,20
142536,48
142563,40
142635,16
142653,8
143256,60
143265,10
143526,48
143562,40
143625,16
143652,8
145236,72
145263,30
145326,36
145362,30
145623,48
145632,24
146235,36
146253,12
146325,18
146352,12
146523,12
146532,6
152346,72
152364,20
152436,24
152463,20
152634,16
152643,8
153246,36
153264,10
153426,24
153462,20
153624,16
153642,8
154236,24
154263,10
154326,12
154362,10
154623,16
154632,8
156234,36
156243,12
156324,18
156342,12
156423,12
156432,6
162345,48
162354,12
162435,16
162453,12
162534,8
162543,4
163245,24
163254,6
163425,16
163452,12
163524,8
163542,4
164235,16
164253,6
164325,8
164352,6
164523,8
164532,4
165234,12
165243,4
165324,6
165342,4
165423,4
165432,2
213456,360
213465,60
213546,72
213564,60
213645,24
213654,12
214356,90
214365,15
214536,72
214563,60
214635,24
214653,12
215346,36
215364,15
215436,18
215463,15
215634,24
215643,12
216345,18
216354,6
216435,9
216453,6
216534,6
216543,3
231456,240
231465,40
231546,48
231564,40
231645,16
231654,8
234156,180
234165,30
234516,144
234561,120
234615,48
234651,24
235146,72
235164,30
235416,36
235461,30
235614,48
235641,24
236145,36
236154,12
236415,18
236451,12
236514,12
236541,6
241356,120
241365,20
241536,48
241563,40
241635,16
241653,8
243156,60
243165,10
243516,48
243561,40
243615,16
243651,8
245136,72
245163,30
245316,36
245361,30
245613,48
245631,24
246135,36
246153,12
246315,18
246351,12
246513,12
246531,6
251346,72
251364,20
251436,24
251463,20
251634,16
251643,8
253146,36
253164,10
253416,24
253461,20
253614,16
253641,8
254136,24
254163,10
254316,12
254361,10
254613,16
254631,8
256134,36
256143,12
256314,18
256341,12
256413,12
256431,6
261345,48
261354,12
261435,16
261453,12
261534,8
261543,4
263145,24
263154,6
263415,16
263451,12
263514,8
263541,4
264135,16
264153,6
264315,8
264351,6
264513,8
264531,4
265134,12
265143,4
265314,6
265341,4
265413,4
265431,2
312456,240
312465,40
312546,48
312564,40
312645,16
312654,8
314256,90
314265,15
314526,72
314562,60
314625,24
314652,12
315246,36
315264,15
315426,18
315462,15
315624,24
315642,12
316245,18
316254,6
316425,9
316452,6
316524,6
316542,3
321456,120
321465,20
321546,24
321564,20
321645,8
321654,4
324156,90
324165,15
324516,72
324561,60
324615,24
324651,12
325146,36
325164,15
325416,18
